Date,Summary,Rating,Title,Pros,Cons,Helpful,URL,Company
" Mar 2, 2013","""Great company""",5,"Current Employee - Software Engineer in San Francisco, CA",Great company with a lot of interesting problems to solve.,Not big enough to be a big company but not small enough to be a startup anymore.,5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jun 26, 2013","""I love working with Uber. Itäó»s the greatest company Iäó»ve ever worked with.""",5,"Current Employee - Logistics and Operations Manager in Phoenix, AZ","Uber is a startup that inspires us to work in eager want äóñ we donäó»t work because weäó»re getting paid, we work because in our hearts and minds, we want Uber to grow and be incredibly successful.
We debate till 4 am about who our next hire should be, in heated arguments, because we are a family. When we hire someone, they become part of that family, and our Uber family is nothing short of incredible.
Imagine a company wide international äóìworkationäó, where instead of staying in a posh hotel and holding conferences and seminars, you split into small groups of 10-15 people, airbnb a big house in places like Stockholm and Melbourne, & eat, sleep, work, and party together as a team. Thatäó»s family.
Imagine a job where you directly (read äóñ personally know and) help thousands of people each year. Drivers who used to work in unbelievably terrible conditions to provide for their families can now earn more income and enjoy a better living by partnering with Uber. Female drivers, who were previously shunned in this industry, now feel safe (no cash) and confident (zero discrimination) while driving their car. Itäó»s great knowing Iäó»m working with a company that empowers drivers to feel safe and earn a livable wage.
Imagine creating a more efficient city, where riders no longer waste gas in their own cars, where drivers are directed using a computer algorithm to pickup and drop off passengers in the most efficient way possible, and where pollution in a city actually decreases because consumers are making smarter choices. Imagine being empowered by an entire engineering team that constantly listens to your feedback, and builds tools to make you more exponentially more effective than you were yesterday.
Imagine delighting customers with surprise ""Ubercades"", or making them cry with joy when they receive an on-demand barbershop quartet song and roses from their beloved.
Imagine reducing the number of deaths that occur due to drunk driving. Imagine the sadness prevented, the lives saved, and the future memories created because people are making more responsible decisions and leaving their cars at home when they drink.
And Imagine being part of a team so wickedly focused, so incredibly smart, that you have to pinch yourself weekly to realize how lucky you are to be a part of this culture forming, industry disrupting, pollution eliminating, customer delighting, DUI preventing äóìcompanyäó. But itäó»s not a company. Itäó»s a community, and itäó»s way of life.","If you can't hustle, you'll have a hard time succeeding here. Be ready to work hard and put in the hours to help grow this once in a lifetime opportunity",39,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" Nov 26, 2013","""The most challenging yet rewarding job I've ever had""",5,Current Employee - Community Manager,"All city teams are run as little startups. There is no limit to what you can achieve and the company gives you free rein. You get to work with the smartest people from around the world, on a daily basis. There is no 'politics' at this company, just exceptionally motivated people trying to improve how people around the world move.",Trying to change the world with a small team can be demanding. Be prepared for the (Uber) ride of your life if you join this company. Hyper growth and hyper scalability require hyper focus and hyper commitment. There is no going home at 5 and you will always need to be closing deals.,13,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" Dec 20, 2013","""Great place to work""",5,"Current Employee - Software Engineer in San Francisco, CA",Really great work environment and great people,They could have better management,4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" Feb 12, 2014","""Great company, constant action, huge growth, enormous amounts of love.""",5,Current Employee - Operations,"Company is growing incredibly quickly. Everyone is pumped about the business. The day-to-day is constant puzzle solving. You're surrounded by motivated people who love the company. Relatively flat structure. You see the impact of your work on a day-to-day basis. Everyone outside of Uber is excited about Uber. Since starting at Uber, all my old college friends want to get back in touch.","Holidays are work days - be prepared to work like crazy. Your significant other must really love you to stay with you with these hours. You must love Uber to work at Uber. Management is young and figuring itself out, but CEO is one of the great CEOs of the world. He loves the company and empowers employees. The structure is becoming slightly more hierarchical which is natural for a company growing at this pace.",11,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" Feb 16, 2014","""Uber takes care of it's employees""",5,"Current Employee - Community Manager in Chicago, IL",Work never feels like work. You get to shape your own successes and watch the impact directly. Managers and colleagues feel more like family. The company takes care of you.,It's not a 9-5. Work bleeds into your night and weekends.,15,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" May 1, 2014","""Exciting, Fast-Paced & Full of Opportunities""",5,Current Employee - General Manager,"1. Opportunity to build a brand
2. Global Culture leading to a lot of learning
3. Best of minds working together",1. Lots of work but then a start up demands one,8,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P1.htm?sort.sortType=RD&sort.ascending=true,Uber
" May 21, 2014","""Growing company, fantastic work environment""",5,"Current Employee - Software Engineer in San Francisco, CA","It's not like Uber is some sort of charity, but we still feel like we're affecting the world with what we do here. In a city like San Francisco, where it was nearly impossible to find a taxi cab in the past, democratizing the transportation landscape is incredibly exciting and fulfilling. The great news is the work environment is also game-changing. Everyone is working hard, towards a purpose that goes past twice-monthly paychecks.","There are growing pains, absolutely. With a seemingly never-ending customer base that grows by the hour, keeping our systems up to date and working correctly is a challenge. When new initiatives are pushed through, the workload can be a bit taxing.",6,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jun 17, 2014","""Love the work you do.""",5,"Current Employee - Community Operations Manager in Washington, DC","Work with smart people in a challenging, fast paced, and fun environment - working here is life changing.
The people I work with are now some of my closest friends. They are without a doubt some of the most passionate, brilliant, hard working individuals I have had a privilege to know. On top of they are people that I truly care about and feel truly care about me - everyone is rooting for one another to succeed.
I could not imagine a company that has inspired me to learn more, be better, and push harder. I feel ownership over the work that I do and the growth that I see in the company. Everyday is a new experience, a new problem to solve, or a new question to answer.
The work/life balance is challenging, but people have fun and have a sense of humor. People share interests, spend time together outside of the office, and celebrate hard work. We're obsessed with Uber - it's a requirement.","As much a pro as it is a con - there is a degree of uncertainty in working here. The company is changing fast and if you're not ready for it, you can get whiplash.",22,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jun 28, 2014","""Not all it's cracked up to be""",2,"Current Employee - Remote Community Success Representative in San Francisco, CA","The only pro is that it's a work from home job that is non-phone and it pays better than most work from home jobs. I would add that the job is relatively easy, but that could also make the work mind numbing.","I feel that as far as the remote customer service team goes, those in leadership positions are flying by the seat of their pants. Ask two managers the same thing and you are likely to get two different answers. No consistency with scheduling or flexibility. Your experience with scheduling will depend on your manager. Some want you to be available when they say, regardless of your other obligations, while other managers have respect for work-life balance. In addition, there are way too many 12-hour shifts scheduled. This is unacceptable to me. 12-hour shifts should be reserved for those who volunteer and should be rewarded appropriately. If no-one steps up then figure something else out. Scheduling 12-hour shifts shows no regard to the employee.
For the remote customer service position, we were trained for two weeks, which is sufficient. However, after that you are pretty much left to the wolves. They say you are free to ask questions, but everyone is literally ghost once you end training. They have a chat system that is for the birds! During training it seems great. However, you will ask a question once you are on ""the floor"" and will get crickets. You will ping a manager for help and get crickets! Then when you look up, the manager has logged out of the chat system. Really?!! So then your only resort is to email a manager and their response is that email is not a good way to get help. How the heck am I supposed to get help when a manager is not around to chat or they ignore my chats?? I understand that not all managers are available 24-7 but the ones that are need to respond. And I shouldn't be chastised for seeking other resources. I'm not sure what I expected, the team leads (most of them, not all) seem rather robotic and boring. Seems like they may not like their jobs, this would explain no one going out of their way to help.
If you've been working low-paying jobs then you may put up with these issues, but this is really only a decent salary and I've made more than double what they in a previous career. But I can see how this might seem fantastic to those who have only made a minimum wage salary. My suggestion is to do Uber if you need to, but move on to greener pastures when it's time.",24,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 1, 2014","""Great work place at least at HQ. Different cities and driver might have a very different experience""",5,"Current Employee - Software Engineer in San Francisco, CA","I was surprised about the amount of smart to very smart people working here. The company culture makes it so everybody learns from each other, and at least for my software engineer position, it makes the job much more interesting. Compensation is not competitive for the bay, but people bet on the stocks, and if you believe in it, it is a game changer in comparison with higher salaries you could get somewhere else.
My favorite part is that most people ( if not all ? ) are truly passionate about what they're doing here and we thrive with the belief that we're making a difference for people.
Perks are better than what they sound like during the interview.","This company requires a LOT of work. I'm not talking about startup like, you will get emails at any time of day or night, week days and weekends. Some of them you will be expected to respond. It looks fine for most people because everybody is very involved in what they're doing, so most people don't seem to care, but I wouldn't be surprised if some burn out quickly.
The company is also growing at a fast rate, which makes it difficult to know if things are still gonna be as good in the future ( so far so good though... )",16,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 13, 2014","""WAS considering working for Uber""",5,"Current Employee - Trained in Manhattan Beach, CA",Good idea but bad management & ownership,horrible treatment to employees. ..This company sounds very greedy!,6,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 21, 2014","""Uber is an outstanding company that values employees/contractors!""",5,"Current Employee - Community Support Representative in San Francisco, CA","Flexible schedules for remote employees, great leadership, outstanding training and support, fun work environment","This position is temporary. This is a new position, so we must adapt to changes/updates quickly. It's a learning experience for everyone.",2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Jul 26, 2014","""A fast-paced, motivating environment where everyone hustles""",5,Current Employee - Community Operations Manager,"Everyone here is not only committed to the vision of the company, but they're committed to discovering that vision in cases where we're dealing with new territories or fresh projects for the business. The culture is experimental, empowering, and everyone in the room is smarter than you. If you see a gap or have an idea for how to optimize a process, you can act on your solution if you can justify why it's worth trying. Push back is always solicited and no one worries about stepping on toes -- it's all good, because we all know that the best idea wins. You're privy to a great deal of data and knowledge about what the company is up to, which creates a real sense of buy-in and ownership over what we're building.","As expected, it's a fast-paced environment. You feel like you're constantly behind, so you need to know how to channel that stress into motivation and productive energy. Work-life balance is tough, but it's because everyone loves the cool things they get to do so much that they don't want to stop doing them.",12,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Aug 5, 2014","""Great company to work for!""",5,Current Employee - Anonymous Employee,"Cutting edge, disruptive, innovative, creative company.
An awesome work culture.
It's an exciting place to work. People at Uber are passionate, talented and creative. The Leadership is passionate and has vision, and they are very transparent. The company cares about employees and works hard to keep them engaged and happy. We work hard and play hard, get ready to hustle. Benefits are great!","It is still a start up but it is one of the best places I've ever worked for, and the resources are great.",2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Aug 9, 2014","""A great place to work but will suck all of your life in!""",4,Current Employee - Anonymous Employee,"Your work really affects the business in your city
Can be VERY rewarding
Given a lot of trust and freedom to take action
Great internal support network
Very open culture","Work life balance is absolutely horrendous
Each city is like a small start up (albeit one which a huge resource backing) so you need to put all of you time in.
Can be quite stressful",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Sep 4, 2014","""Hypergrowth company maintaing start-up culture""",5,"Current Employee - Anonymous Employee in San Francisco, CA",Hardworking people working on very impactful stuff; still in its early days and the upside is tremendous; new headquarters is very nice and offers typical tech benefits,Hours are pretty bad which stems from the hardworking nature of management team; small growing pains as the company doesn't have some of the processes and resources required for a more mature company,5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P2.htm?sort.sortType=RD&sort.ascending=true,Uber
" Sep 19, 2014","""A great starting point""",3,"Current Employee - Mobile Applications Engineer in Long Island City, NY","Pay is average,Lots of room to move up the job ladder,tech savvy","Too much bureaucracy,dont take good care of drivers who made the company what it is now,",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Sep 20, 2014","""Very good""",4,Current Employee - Anonymous Employee,Growing firm with good opportunities.,Long hours make work life balance challenging.,3,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Sep 22, 2014","""Smartest people you will meet""",5,"Former Employee - Senior Engineer in San Francisco, CA","As a full time employee, the perks are great; competitive wage, monthly stipend, lots of drinking. It is a very fun and party-oriented culture.","In the operations side, there is a kool-aid like culture. Everyone thinks as a collective and rejects any outside thoughts without consideration. Fortunately, engineering is not like that but engineers don't make all the business decisions.",6,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Sep 24, 2014","""Long hours and repetitive work""",1,Former Employee - Operations and Logistics Manager,"You get a prime seat to watch the evolution of the transportation industry. Good exposure to operations, marketing, and political strategy in a rapidly growing business. You will learn a lot and it's nice to have your company constantly in the news and being brought up in conversation.","Work life balance is horrendous. You will eat every meal at your desk. Despite claims of ""no face time"" there is absolutely the expectation that you need to be seen at your desk well into the evening. You will be online and constantly available on weekends.
Once you learn the basics of the job there is little change in the day to day. They sell it as a chance to implement innovative solutions, but everything interesting is done at HQ by the strategy and product teams. If you work in a city you just get to implement the vision of management without any real freedom to do anything creative.
Questionable ethics and the company continues to treat it's drivers extremely poorly preferring. If you have a strong moral conscience you may find yourself staring at the ceiling every night instead of falling asleep after a long day at the office.",38,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 12, 2014","""Exciting business, start-up atmosphere, super smart colleagues. Heavy workload though.""",4,Current Employee - FTE,"Really cool projects you can do. You own the business you are doing. Surrounded by super smart and talented colleagues. Very open in terms of communication, no need to spend a lot of time writing an email, so that it does not ""hurt"" anyone, just make your point directly.","Heavy workload, don't expect work-life balance. If you don't like ambiguity, this is not the right place for you.",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 15, 2014","""Hectic is the way to describe this company!""",2,Current Employee - Anonymous Employee,If you got on in the beginning pay and benefit were great.,They did a bait and switch in the middle and decided to move everyone to Zerochaos which took the benefits way,6,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 17, 2014","""Working from home full time!""",4,Current Employee - Customer Service Representative,"-Super easy work. Everything is 100% done remotely from the interview to the trainings. If you have a background in customer service and are computer savvy you'll be fine. You'll only be answering emails. No phones!
-Flexible schedules! I have the freedom to work whenever I please for the most part. Night owl? Take an evening shift. Prefer to get work over with? Opt for a 5am shift. Best of all everything is broken into 4-hour blocks...so I can work in the am AND the pm if I have another obligation in midday. This is an excellent job for a student, parent, or simply someone who does not like traditional 9-5 white collar work.
-Awesome management. Truly some of the most encouraging, happy, and helpful people I've ever met. They don't micromanage at all which is a huge perk.
-Concise and intimate training sessions. Learning remotely is difficult, but the Uber team makes it simple via live video chats.
-Weekly paychecks! I know it sounds silly...but it really is a big perk haha.
-Room for growth! Since the remote CSR program is still relatively new there is a lot of opportunity to go through new trainings, which ultimately makes you a more valuable company asset.","-At an hourly rate of $15 that is non-negotiable, funds can be a bit tight if this is your only source of income and live in an expensive state/city.
-Since CSRs are contracted through a 3rd party employer, they take care of benefits, but they aren't great at all.
-No paid vacation time or holiday pay.
-Not the best position for someone that is not a self-starter",9,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 24, 2014","""Great place to work for gives you so much more freedom that a typical job would never give you.""",5,"Current Employee - Anonymous Employee in Chicago, IL","Make own hours
Work as much as you want to
Uber gave me so much freedom and an hourly wage in the high 20's when I couldnt find a job.","Mileage pay rate has been decreasing due to competition with Lyft
Putting so many miles on car
Occasional taxi standoffs
Another con is that customers cannot tip through the app. Sooooo many more customers would tip drivers if they could and it would keep drivers happy even with lowered rates.",10,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Amazing culture, Ambitious mission, Huge potential""",5,"Current Employee - Engineering Director in San Francisco, CA","This is an incredibly mission oriented fast placed environment. Everyone is so willing to help and no one shies away from hard problems. When fires come up (and it is a small startup so we have fires) everyone jumps on and solves the problems.
Everyone feels a real passion for the mission and there is a true belief that we have an opportunity to build a better global transportation system.",It's a young company and a lot of the communication and process could be streamlined. It takes a lot of work to get up to speed and understand what is going on. There are a ton of things to work on and it can be hard to prioritize the most urgent work from good long term investments.,7,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Great, Fast-Growing Company""",5,"Current Employee - Software Engineer in San Francisco, CA","- Smart people
- Fast pace
- Great leadership
- Awesome benefits
- Tightly knit teams/company
Working for a company that is driven by a vision that every employee shares makes working a pleasure. People here work hard and are great at getting things done. It also helps that we all use our application multiple times a week so we understand the product that we're building.","- As a company that is growing exponentially (global reach and it's personnel), we're constantly faced with new challenges in scaling people and processes, and although handling growing pains is well executed, it requires constant communication that sometimes isn't perfectly executed.
- You'll get pushed to work hard and get a lot done. If you can't keep up with the work, it will impact your work-life balance.",10,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P3.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Great place to work, intense, innovative and fast growing""",5,"Current Employee - Senior Software Engineer in San Francisco, CA","The team at Uber is truly awesome. Right from the CEO to the engineer right out of college, everyone seems to be self-driven, optimistic and go-getter. There is a lot of product focus in the engineering ranks. The people are smart and there is willingness to do whatever it takes. Combine this with great product market fit and what you have is a truly amazing company which will the iconic company of this decade. I believe that Uber will be bigger than Facebook and Google and will touch people's life all around the world.",There is technical debt on account of growing so fast. There is a lot more work that needs to be done on the infrastructure side.,5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Great place to work for motivated people""",5,"Current Employee - Software Engineer in San Francisco, CA","Uber is a fast moving company where you will never run out of work to do. Despite of this, the work life balance is very good. As long as you're productive when your here you'll have no problems. My favorite thing about Uber is how fast they move. They experiment a lot and prefer to try things instead of theorize about them.","Because of how fast they move, sometimes it's hard to keep up do date on all the stuff Uber is doing around the world.",4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Best Job I've Had""",5,Current Employee - Anonymous Employee,"Really smart coworkers, interesting problems to solve, growth potential, strong brand, fun culture",We're experiencing some growing pains.,1,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Uber is an amazing company to work for""",5,"Current Employee - Software Engineer in San Francisco, CA","Change the world. They're fundamentally changing the way people interact with the world, bridging the digital with the ""real world"". It's an amazing opportunity to be a part of.","The company is in a complex market, and tech journalists often don't understand the nuance. It could be frustrating to read a litany of seemingly negative articles, because the journalists don't understand the actual laws or issues. That's probably a downside to every company that's rapidly changing the world. People who don't work full time in that specific industry probably don't actually understand the issues in the industry.",4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Love working at Uber!!""",5,"Current Employee - Software Engineer in San Francisco, CA","-Fast paced. We move really fast and fix things all the time.
-As an Engineer I'm able to drive a lot of product directions, basically being a mini-PM, which I personally enjoy very much.
-Probably best startup in the valley right now in terms of growth rate. I really believe Uber will hit it big.","-Food is not the best
-We work really hard, so had to cut down some time spent with family. I'd say there's still work life balance though.",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""The most exciting environment I've ever worked in""",5,"Current Employee - Software Engineer in San Francisco, CA","Startups love to talk about how they're 'killing it', even though usually they're just struggling to survive to their next round of funding. The focus on Uber isn't on 'killing it', everyone knows we're already doing that; we want to know what we can do to kill it faster.
Compensation is extremely competitive, and includes something that no other company can offer: equity in one of the fastest growing companies in history. Even now, Uber is out of its infancy and continuing to double revenues every six months.
Transparency within the company is a big part of our culture. There's a weekly meeting where anyone in the company can ask the CEO a question and get an honest/unfiltered response.
You get to work with a lot of extremely talented people from a wide variety of backgrounds. I've met people at HQ from six different continents, and I'm currently the only male engineer on my team. Diversity is a common buzzword these days, but at a company as small and simultaneously global as Uber it's also a reality.","The company is growing extremely fast; sometimes there are more people than desks and working arrangements can get very... 'cozy'. With that growth comes lots of change, and you will feel very uncomfortable if you are used to being in a predictable environment.
Work/life balance may be a deal breaker for some. We're trying to grow the team as fast as the number of problems we're facing is growing, but sometimes the latter outpaces the former and the days can get very long, but the work is usually still exiting. I've never been told to work on a weekend, but I have voluntarily spent a few at the office building something I wanted to make.",34,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Best place I've worked at so far""",5,"Current Employee - Software Engineer in San Francisco, CA","Working at Uber is really fulfilling. We work on hard and interesting problems, the company is extremely flat so everyone has a voice and can bring ideas to execute on.
Every single employee is smart and extremely passionate about the business, which makes the work environment amazingly motivating and energizing.
It offers amazing career opportunity for everyone.
Free Uber and other perks are also nice obviously.","This is the fastest growing company, ever. So obviously being in that hyper growth phase, you need to work a lot of hours, but I've seen a worst.",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Growth growth and more growth..""",5,"Current Employee - Growth Team in San Francisco, CA","Very flexible team culture. Opportunity to work on a vast number of initiatives. The best idea always wins, and it doesn't matter who's idea it is.
Definitely a work hard, play hard environment.",No big cons. It's an intense environment so be ready to work hard.,8,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""One of a kind experience""",5,Current Employee - Anonymous Employee,"Brilliant leadership, moving real things in the real world, relatively comfortable work life balance. Freedom and flexibility as long as your delivering. Still has the startup vibe.","You're going to work hard. If you want a 9-5, not the place for you.",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 27, 2014","""Amazing place to work if you want to make an impact""",5,"Current Employee - Anonymous Employee in San Francisco, CA","Extremely smart and hard charging culture. If you want to get things done and make a big impact, this is the place!","If ""work/life balance"" is what you are looking for, then this is not the place for you. At Uber, the balance is that we work extremely hard, but also play hard when it comes to it.",2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P4.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""New-grad Software Engineer, loving the impact & responsibility""",5,"Current Employee - Software Engineer in San Francisco, CA","As a new grad, I am given the opportunity to learn a ton and work on cool things that impact user's and other employees throughout the company. I feel like my work does have an impact on the company as a whole. I never have felt like I have been treated like a ""junior"" engineer.
The culture at Uber is pretty awesome. It's very social, we have kegs in the office, and there are quite a few social events, so it's pretty fun.","Since you work on things that matter, when you break something, you have to fix it. Not really a big problem, as I believe engineers should be responsible for fixing things the break, but I've had to kill a few Saturdays fixing a mistake I made on Friday.",4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""I am doing the best work of my life at Uber.""",5,"Current Employee - Software Engineer in San Francisco, CA",Probably the best thing about working at Uber is the quality of my co-workers. Easily the best management team I have ever had the pleasure of working for. Another pro for me is due to the pace & growth of our company I am learning so much more than if I worked at a company that has plateaued. Daily challenges present themselves that are highly rewarding when you tackle them.,"You will work hard here, but you won't be alone at least.",3,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""Making a huge impact""",5,"Current Employee - Software Engineer in San Francisco, CA","- Making a large impact on engineering
- Company is growing fast, lots of challenges
- Modern stack in Python and NodeJS, uses Storm, Kafka and Spark
- 8 hour work schedule, extra hours sometimes depending on yourself and your schedule
- Equity compensation with much larger value that what I could get at Facebook/Google/LinkedIn, and huge upside potential
- 400 Uber credits per month",Really nothing to complain .,4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""Uber is the best job I have ever had!""",5,"Current Employee - Android Engineer in San Francisco, CA","Fast-paced, challenging work environment. Opportunity to work on big things which are changing cites and the way of life of millions of people.","If you're not into fast-paced, challenging work environments this might not be the place for you. The talent bar is very high and so are expectations.",5,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""Fun and Fast Growing company to work for""",5,"Current Employee - Software Engineer in San Francisco, CA",The company is very exciting and continuously working on new features and products. The people here are very smart and driven! Great tools in place to help the company team members run efficiently.,people work very late here. the salaries are lower than other companies but the stock makes up for it a little. theres a lot of potential for stock to grow.,4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""Meaningful work solving interesting problems""",5,"Current Employee - Software Engineer in San Francisco, CA","There are lots of very interesting engineering problems to solve and engineers are given the bandwidth to tackle these problems, and to do so in a fast-paced environment. Not a lot of bureaucracy and the bit that does exist is easy to navigate. Work life balance is good and the culture is solid. Working with lots of brilliant folks, and engineering training, means Uber is a great place to grow as an engineer.",Working long hours and the associated stress of completing a project on a tight deadline.,2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""The hottest company in the SF area, for a good reason""",5,"Current Employee - Engineering Department in San Francisco, CA","Uber attracts a wide of backgrounds, with people who excel at what they do. The environment is genuinely fast paced -- just look at how many cities we have launched in 2014. We hit 100 in April, then 200 at the end of this summer. In addition, we are genuinely making a real difference in the places we operate, connecting people with a reliable ride.","Definitely not a 9-5 job. You're expected to be (almost) always-on, so bring your A game! You do get vacation, and many weekends off, but in order to bring about the change we want, we work really hard to continue to make progress. Also, we get a lot of (unfair) negative press about issues that we don't really have time to adequately address and correct... so most people love us, but working here you have to be prepared to take criticism and Uber questions in your off time from friends and family etc., and answer in a diplomatic way but in a way that doesn't compromise our competitive advantages.",4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""Awesome company that pushes you to be your best every day""",5,"Current Employee - Senior Software Engineer in San Francisco, CA","Working at Uber has been awesome; it's a fast-paced environment where you're always on your toes to learn new things and implement the latest tech. There's so much going on behind the scenes at Uber that your opportunities are endless. Oh, and there's working for a company where every new startup seems to be an ""Uber"" for something. It's exhilarating to be a part of this thing!","The insane growth comes with it's downsides: Uber is no longer a scrappy startup where everybody knows everybody and you're all at least aware of what others are working on. Now days it's taken on a little more of a ""corporate"" feel with levels of management and computer policies. Uber has handled it pretty well, but it's a bit of a whirlwind to go from one to the other",4,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
" Oct 28, 2014","""Awesome place to work for!""",5,"Current Employee - Senior Software Engineer in San Francisco, CA",Some of the smartest people I have worked with. The engineers are smart driven and motivated. Uber brings in a culture that allows for innovation and fast paced development. Great perks and lunch,#NAME?,2,https://www.glassdoor.com/Reviews/Company-Reviews-E575263_P5.htm?sort.sortType=RD&sort.ascending=true,Uber
